text,number,input_seq,target,input_seq_padded
one thousand ninety five,1095,"[1, 1000, 90, 5]",1095.0,"[1, 1000, 90, 5, 0, 0, 0]"
one thousand ninety six,1096,"[1, 1000, 90, 6]",1096.0,"[1, 1000, 90, 6, 0, 0, 0]"
one thousand ninety seven,1097,"[1, 1000, 90, 7]",1097.0,"[1, 1000, 90, 7, 0, 0, 0]"
one thousand ninety eight,1098,"[1, 1000, 90, 8]",1098.0,"[1, 1000, 90, 8, 0, 0, 0]"
one thousand ninety nine,1099,"[1, 1000, 90, 9]",1099.0,"[1, 1000, 90, 9, 0, 0, 0]"
one thousand one hundred and,1100,"[1, 1000, 1, 100, 0]",1100.0,"[1, 1000, 1, 100, 0, 0, 0]"
one thousand one hundred and one,1101,"[1, 1000, 1, 100, 0, 1]",1101.0,"[1, 1000, 1, 100, 0, 1, 0]"
one thousand one hundred and two,1102,"[1, 1000, 1, 100, 0, 2]",1102.0,"[1, 1000, 1, 100, 0, 2, 0]"
one thousand one hundred and three,1103,"[1, 1000, 1, 100, 0, 3]",1103.0,"[1, 1000, 1, 100, 0, 3, 0]"
one thousand one hundred and four,1104,"[1, 1000, 1, 100, 0, 4]",1104.0,"[1, 1000, 1, 100, 0, 4, 0]"
one thousand one hundred and five,1105,"[1, 1000, 1, 100, 0, 5]",1105.0,"[1, 1000, 1, 100, 0, 5, 0]"
one thousand one hundred and six,1106,"[1, 1000, 1, 100, 0, 6]",1106.0,"[1, 1000, 1, 100, 0, 6, 0]"
one thousand one hundred and seven,1107,"[1, 1000, 1, 100, 0, 7]",1107.0,"[1, 1000, 1, 100, 0, 7, 0]"
one thousand one hundred and eight,1108,"[1, 1000, 1, 100, 0, 8]",1108.0,"[1, 1000, 1, 100, 0, 8, 0]"
one thousand one hundred and nine,1109,"[1, 1000, 1, 100, 0, 9]",1109.0,"[1, 1000, 1, 100, 0, 9, 0]"
one thousand one hundred and ten,1110,"[1, 1000, 1, 100, 0, 10]",1110.0,"[1, 1000, 1, 100, 0, 10, 0]"
one thousand one hundred and eleven,1111,"[1, 1000, 1, 100, 0, 11]",1111.0,"[1, 1000, 1, 100, 0, 11, 0]"
one thousand one hundred and twelve,1112,"[1, 1000, 1, 100, 0, 12]",1112.0,"[1, 1000, 1, 100, 0, 12, 0]"
one thousand one hundred and thirteen,1113,"[1, 1000, 1, 100, 0, 13]",1113.0,"[1, 1000, 1, 100, 0, 13, 0]"
one thousand one hundred and fourteen,1114,"[1, 1000, 1, 100, 0, 14]",1114.0,"[1, 1000, 1, 100, 0, 14, 0]"
one thousand one hundred and fifteen,1115,"[1, 1000, 1, 100, 0, 15]",1115.0,"[1, 1000, 1, 100, 0, 15, 0]"
one thousand one hundred and sixteen,1116,"[1, 1000, 1, 100, 0, 16]",1116.0,"[1, 1000, 1, 100, 0, 16, 0]"
one thousand one hundred and seventeen,1117,"[1, 1000, 1, 100, 0, 17]",1117.0,"[1, 1000, 1, 100, 0, 17, 0]"
one thousand one hundred and eighteen,1118,"[1, 1000, 1, 100, 0, 18]",1118.0,"[1, 1000, 1, 100, 0, 18, 0]"
one thousand one hundred and nineteen,1119,"[1, 1000, 1, 100, 0, 19]",1119.0,"[1, 1000, 1, 100, 0, 19, 0]"
one thousand one hundred and twenty,1120,"[1, 1000, 1, 100, 0, 20]",1120.0,"[1, 1000, 1, 100, 0, 20, 0]"
one thousand one hundred and twenty one,1121,"[1, 1000, 1, 100, 0, 20, 1]",1121.0,"[1, 1000, 1, 100, 0, 20, 1]"
one thousand one hundred and twenty two,1122,"[1, 1000, 1, 100, 0, 20, 2]",1122.0,"[1, 1000, 1, 100, 0, 20, 2]"
one thousand one hundred and twenty three,1123,"[1, 1000, 1, 100, 0, 20, 3]",1123.0,"[1, 1000, 1, 100, 0, 20, 3]"
one thousand one hundred and twenty four,1124,"[1, 1000, 1, 100, 0, 20, 4]",1124.0,"[1, 1000, 1, 100, 0, 20, 4]"
one thousand one hundred and twenty five,1125,"[1, 1000, 1, 100, 0, 20, 5]",1125.0,"[1, 1000, 1, 100, 0, 20, 5]"
one thousand one hundred and twenty six,1126,"[1, 1000, 1, 100, 0, 20, 6]",1126.0,"[1, 1000, 1, 100, 0, 20, 6]"
one thousand one hundred and twenty seven,1127,"[1, 1000, 1, 100, 0, 20, 7]",1127.0,"[1, 1000, 1, 100, 0, 20, 7]"
one thousand one hundred and twenty eight,1128,"[1, 1000, 1, 100, 0, 20, 8]",1128.0,"[1, 1000, 1, 100, 0, 20, 8]"
one thousand one hundred and twenty nine,1129,"[1, 1000, 1, 100, 0, 20, 9]",1129.0,"[1, 1000, 1, 100, 0, 20, 9]"
one thousand one hundred and thirty,1130,"[1, 1000, 1, 100, 0, 30]",1130.0,"[1, 1000, 1, 100, 0, 30, 0]"
one thousand one hundred and thirty one,1131,"[1, 1000, 1, 100, 0, 30, 1]",1131.0,"[1, 1000, 1, 100, 0, 30, 1]"
one thousand one hundred and thirty two,1132,"[1, 1000, 1, 100, 0, 30, 2]",1132.0,"[1, 1000, 1, 100, 0, 30, 2]"
one thousand one hundred and thirty three,1133,"[1, 1000, 1, 100, 0, 30, 3]",1133.0,"[1, 1000, 1, 100, 0, 30, 3]"
one thousand one hundred and thirty four,1134,"[1, 1000, 1, 100, 0, 30, 4]",1134.0,"[1, 1000, 1, 100, 0, 30, 4]"
one thousand one hundred and thirty five,1135,"[1, 1000, 1, 100, 0, 30, 5]",1135.0,"[1, 1000, 1, 100, 0, 30, 5]"
one thousand one hundred and thirty six,1136,"[1, 1000, 1, 100, 0, 30, 6]",1136.0,"[1, 1000, 1, 100, 0, 30, 6]"
one thousand one hundred and thirty seven,1137,"[1, 1000, 1, 100, 0, 30, 7]",1137.0,"[1, 1000, 1, 100, 0, 30, 7]"
one thousand one hundred and thirty eight,1138,"[1, 1000, 1, 100, 0, 30, 8]",1138.0,"[1, 1000, 1, 100, 0, 30, 8]"
one thousand one hundred and thirty nine,1139,"[1, 1000, 1, 100, 0, 30, 9]",1139.0,"[1, 1000, 1, 100, 0, 30, 9]"
one thousand one hundred and forty,1140,"[1, 1000, 1, 100, 0, 40]",1140.0,"[1, 1000, 1, 100, 0, 40, 0]"
one thousand one hundred and forty one,1141,"[1, 1000, 1, 100, 0, 40, 1]",1141.0,"[1, 1000, 1, 100, 0, 40, 1]"
one thousand one hundred and forty two,1142,"[1, 1000, 1, 100, 0, 40, 2]",1142.0,"[1, 1000, 1, 100, 0, 40, 2]"
one thousand one hundred and forty three,1143,"[1, 1000, 1, 100, 0, 40, 3]",1143.0,"[1, 1000, 1, 100, 0, 40, 3]"
one thousand one hundred and forty four,1144,"[1, 1000, 1, 100, 0, 40, 4]",1144.0,"[1, 1000, 1, 100, 0, 40, 4]"
one thousand one hundred and forty five,1145,"[1, 1000, 1, 100, 0, 40, 5]",1145.0,"[1, 1000, 1, 100, 0, 40, 5]"
one thousand one hundred and forty six,1146,"[1, 1000, 1, 100, 0, 40, 6]",1146.0,"[1, 1000, 1, 100, 0, 40, 6]"
one thousand one hundred and forty seven,1147,"[1, 1000, 1, 100, 0, 40, 7]",1147.0,"[1, 1000, 1, 100, 0, 40, 7]"
one thousand one hundred and forty eight,1148,"[1, 1000, 1, 100, 0, 40, 8]",1148.0,"[1, 1000, 1, 100, 0, 40, 8]"
one thousand one hundred and forty nine,1149,"[1, 1000, 1, 100, 0, 40, 9]",1149.0,"[1, 1000, 1, 100, 0, 40, 9]"
one thousand one hundred and fifty,1150,"[1, 1000, 1, 100, 0, 50]",1150.0,"[1, 1000, 1, 100, 0, 50, 0]"
one thousand one hundred and fifty one,1151,"[1, 1000, 1, 100, 0, 50, 1]",1151.0,"[1, 1000, 1, 100, 0, 50, 1]"
one thousand one hundred and fifty two,1152,"[1, 1000, 1, 100, 0, 50, 2]",1152.0,"[1, 1000, 1, 100, 0, 50, 2]"
one thousand one hundred and fifty three,1153,"[1, 1000, 1, 100, 0, 50, 3]",1153.0,"[1, 1000, 1, 100, 0, 50, 3]"
one thousand one hundred and fifty four,1154,"[1, 1000, 1, 100, 0, 50, 4]",1154.0,"[1, 1000, 1, 100, 0, 50, 4]"
one thousand one hundred and fifty five,1155,"[1, 1000, 1, 100, 0, 50, 5]",1155.0,"[1, 1000, 1, 100, 0, 50, 5]"
one thousand one hundred and fifty six,1156,"[1, 1000, 1, 100, 0, 50, 6]",1156.0,"[1, 1000, 1, 100, 0, 50, 6]"
one thousand one hundred and fifty seven,1157,"[1, 1000, 1, 100, 0, 50, 7]",1157.0,"[1, 1000, 1, 100, 0, 50, 7]"
one thousand one hundred and fifty eight,1158,"[1, 1000, 1, 100, 0, 50, 8]",1158.0,"[1, 1000, 1, 100, 0, 50, 8]"
one thousand one hundred and fifty nine,1159,"[1, 1000, 1, 100, 0, 50, 9]",1159.0,"[1, 1000, 1, 100, 0, 50, 9]"
one thousand one hundred and sixty,1160,"[1, 1000, 1, 100, 0, 60]",1160.0,"[1, 1000, 1, 100, 0, 60, 0]"
one thousand one hundred and sixty one,1161,"[1, 1000, 1, 100, 0, 60, 1]",1161.0,"[1, 1000, 1, 100, 0, 60, 1]"
one thousand one hundred and sixty two,1162,"[1, 1000, 1, 100, 0, 60, 2]",1162.0,"[1, 1000, 1, 100, 0, 60, 2]"
one thousand one hundred and sixty three,1163,"[1, 1000, 1, 100, 0, 60, 3]",1163.0,"[1, 1000, 1, 100, 0, 60, 3]"
one thousand one hundred and sixty four,1164,"[1, 1000, 1, 100, 0, 60, 4]",1164.0,"[1, 1000, 1, 100, 0, 60, 4]"
one thousand one hundred and sixty five,1165,"[1, 1000, 1, 100, 0, 60, 5]",1165.0,"[1, 1000, 1, 100, 0, 60, 5]"
one thousand one hundred and sixty six,1166,"[1, 1000, 1, 100, 0, 60, 6]",1166.0,"[1, 1000, 1, 100, 0, 60, 6]"
one thousand one hundred and sixty seven,1167,"[1, 1000, 1, 100, 0, 60, 7]",1167.0,"[1, 1000, 1, 100, 0, 60, 7]"
one thousand one hundred and sixty eight,1168,"[1, 1000, 1, 100, 0, 60, 8]",1168.0,"[1, 1000, 1, 100, 0, 60, 8]"
one thousand one hundred and sixty nine,1169,"[1, 1000, 1, 100, 0, 60, 9]",1169.0,"[1, 1000, 1, 100, 0, 60, 9]"
one thousand one hundred and seventy,1170,"[1, 1000, 1, 100, 0, 70]",1170.0,"[1, 1000, 1, 100, 0, 70, 0]"
one thousand one hundred and seventy one,1171,"[1, 1000, 1, 100, 0, 70, 1]",1171.0,"[1, 1000, 1, 100, 0, 70, 1]"
one thousand one hundred and seventy two,1172,"[1, 1000, 1, 100, 0, 70, 2]",1172.0,"[1, 1000, 1, 100, 0, 70, 2]"
one thousand one hundred and seventy three,1173,"[1, 1000, 1, 100, 0, 70, 3]",1173.0,"[1, 1000, 1, 100, 0, 70, 3]"
one thousand one hundred and seventy four,1174,"[1, 1000, 1, 100, 0, 70, 4]",1174.0,"[1, 1000, 1, 100, 0, 70, 4]"
one thousand one hundred and seventy five,1175,"[1, 1000, 1, 100, 0, 70, 5]",1175.0,"[1, 1000, 1, 100, 0, 70, 5]"
one thousand one hundred and seventy six,1176,"[1, 1000, 1, 100, 0, 70, 6]",1176.0,"[1, 1000, 1, 100, 0, 70, 6]"
one thousand one hundred and seventy seven,1177,"[1, 1000, 1, 100, 0, 70, 7]",1177.0,"[1, 1000, 1, 100, 0, 70, 7]"
one thousand one hundred and seventy eight,1178,"[1, 1000, 1, 100, 0, 70, 8]",1178.0,"[1, 1000, 1, 100, 0, 70, 8]"
one thousand one hundred and seventy nine,1179,"[1, 1000, 1, 100, 0, 70, 9]",1179.0,"[1, 1000, 1, 100, 0, 70, 9]"
one thousand one hundred and eighty,1180,"[1, 1000, 1, 100, 0, 80]",1180.0,"[1, 1000, 1, 100, 0, 80, 0]"
one thousand one hundred and eighty one,1181,"[1, 1000, 1, 100, 0, 80, 1]",1181.0,"[1, 1000, 1, 100, 0, 80, 1]"
one thousand one hundred and eighty two,1182,"[1, 1000, 1, 100, 0, 80, 2]",1182.0,"[1, 1000, 1, 100, 0, 80, 2]"
one thousand one hundred and eighty three,1183,"[1, 1000, 1, 100, 0, 80, 3]",1183.0,"[1, 1000, 1, 100, 0, 80, 3]"
one thousand one hundred and eighty four,1184,"[1, 1000, 1, 100, 0, 80, 4]",1184.0,"[1, 1000, 1, 100, 0, 80, 4]"
one thousand one hundred and eighty five,1185,"[1, 1000, 1, 100, 0, 80, 5]",1185.0,"[1, 1000, 1, 100, 0, 80, 5]"
one thousand one hundred and eighty six,1186,"[1, 1000, 1, 100, 0, 80, 6]",1186.0,"[1, 1000, 1, 100, 0, 80, 6]"
one thousand one hundred and eighty seven,1187,"[1, 1000, 1, 100, 0, 80, 7]",1187.0,"[1, 1000, 1, 100, 0, 80, 7]"
one thousand one hundred and eighty eight,1188,"[1, 1000, 1, 100, 0, 80, 8]",1188.0,"[1, 1000, 1, 100, 0, 80, 8]"
one thousand one hundred and eighty nine,1189,"[1, 1000, 1, 100, 0, 80, 9]",1189.0,"[1, 1000, 1, 100, 0, 80, 9]"
one thousand one hundred and ninety,1190,"[1, 1000, 1, 100, 0, 90]",1190.0,"[1, 1000, 1, 100, 0, 90, 0]"
one thousand one hundred and ninety one,1191,"[1, 1000, 1, 100, 0, 90, 1]",1191.0,"[1, 1000, 1, 100, 0, 90, 1]"
one thousand one hundred and ninety two,1192,"[1, 1000, 1, 100, 0, 90, 2]",1192.0,"[1, 1000, 1, 100, 0, 90, 2]"
one thousand one hundred and ninety three,1193,"[1, 1000, 1, 100, 0, 90, 3]",1193.0,"[1, 1000, 1, 100, 0, 90, 3]"
one thousand one hundred and ninety four,1194,"[1, 1000, 1, 100, 0, 90, 4]",1194.0,"[1, 1000, 1, 100, 0, 90, 4]"
one thousand one hundred and ninety five,1195,"[1, 1000, 1, 100, 0, 90, 5]",1195.0,"[1, 1000, 1, 100, 0, 90, 5]"
one thousand one hundred and ninety six,1196,"[1, 1000, 1, 100, 0, 90, 6]",1196.0,"[1, 1000, 1, 100, 0, 90, 6]"
one thousand one hundred and ninety seven,1197,"[1, 1000, 1, 100, 0, 90, 7]",1197.0,"[1, 1000, 1, 100, 0, 90, 7]"
one thousand one hundred and ninety eight,1198,"[1, 1000, 1, 100, 0, 90, 8]",1198.0,"[1, 1000, 1, 100, 0, 90, 8]"
one thousand one hundred and ninety nine,1199,"[1, 1000, 1, 100, 0, 90, 9]",1199.0,"[1, 1000, 1, 100, 0, 90, 9]"
one thousand two hundred and,1200,"[1, 1000, 2, 100, 0]",1200.0,"[1, 1000, 2, 100, 0, 0, 0]"
one thousand two hundred and one,1201,"[1, 1000, 2, 100, 0, 1]",1201.0,"[1, 1000, 2, 100, 0, 1, 0]"
one thousand two hundred and two,1202,"[1, 1000, 2, 100, 0, 2]",1202.0,"[1, 1000, 2, 100, 0, 2, 0]"
one thousand two hundred and three,1203,"[1, 1000, 2, 100, 0, 3]",1203.0,"[1, 1000, 2, 100, 0, 3, 0]"
one thousand two hundred and four,1204,"[1, 1000, 2, 100, 0, 4]",1204.0,"[1, 1000, 2, 100, 0, 4, 0]"
one thousand two hundred and five,1205,"[1, 1000, 2, 100, 0, 5]",1205.0,"[1, 1000, 2, 100, 0, 5, 0]"
one thousand two hundred and six,1206,"[1, 1000, 2, 100, 0, 6]",1206.0,"[1, 1000, 2, 100, 0, 6, 0]"
one thousand two hundred and seven,1207,"[1, 1000, 2, 100, 0, 7]",1207.0,"[1, 1000, 2, 100, 0, 7, 0]"
one thousand two hundred and eight,1208,"[1, 1000, 2, 100, 0, 8]",1208.0,"[1, 1000, 2, 100, 0, 8, 0]"
one thousand two hundred and nine,1209,"[1, 1000, 2, 100, 0, 9]",1209.0,"[1, 1000, 2, 100, 0, 9, 0]"
one thousand two hundred and ten,1210,"[1, 1000, 2, 100, 0, 10]",1210.0,"[1, 1000, 2, 100, 0, 10, 0]"
one thousand two hundred and eleven,1211,"[1, 1000, 2, 100, 0, 11]",1211.0,"[1, 1000, 2, 100, 0, 11, 0]"
one thousand two hundred and twelve,1212,"[1, 1000, 2, 100, 0, 12]",1212.0,"[1, 1000, 2, 100, 0, 12, 0]"
one thousand two hundred and thirteen,1213,"[1, 1000, 2, 100, 0, 13]",1213.0,"[1, 1000, 2, 100, 0, 13, 0]"
one thousand two hundred and fourteen,1214,"[1, 1000, 2, 100, 0, 14]",1214.0,"[1, 1000, 2, 100, 0, 14, 0]"
one thousand two hundred and fifteen,1215,"[1, 1000, 2, 100, 0, 15]",1215.0,"[1, 1000, 2, 100, 0, 15, 0]"
one thousand two hundred and sixteen,1216,"[1, 1000, 2, 100, 0, 16]",1216.0,"[1, 1000, 2, 100, 0, 16, 0]"
one thousand two hundred and seventeen,1217,"[1, 1000, 2, 100, 0, 17]",1217.0,"[1, 1000, 2, 100, 0, 17, 0]"
one thousand two hundred and eighteen,1218,"[1, 1000, 2, 100, 0, 18]",1218.0,"[1, 1000, 2, 100, 0, 18, 0]"
one thousand two hundred and nineteen,1219,"[1, 1000, 2, 100, 0, 19]",1219.0,"[1, 1000, 2, 100, 0, 19, 0]"
one thousand two hundred and twenty,1220,"[1, 1000, 2, 100, 0, 20]",1220.0,"[1, 1000, 2, 100, 0, 20, 0]"
one thousand two hundred and twenty one,1221,"[1, 1000, 2, 100, 0, 20, 1]",1221.0,"[1, 1000, 2, 100, 0, 20, 1]"
one thousand two hundred and twenty two,1222,"[1, 1000, 2, 100, 0, 20, 2]",1222.0,"[1, 1000, 2, 100, 0, 20, 2]"
one thousand two hundred and twenty three,1223,"[1, 1000, 2, 100, 0, 20, 3]",1223.0,"[1, 1000, 2, 100, 0, 20, 3]"
one thousand two hundred and twenty four,1224,"[1, 1000, 2, 100, 0, 20, 4]",1224.0,"[1, 1000, 2, 100, 0, 20, 4]"
one thousand two hundred and twenty five,1225,"[1, 1000, 2, 100, 0, 20, 5]",1225.0,"[1, 1000, 2, 100, 0, 20, 5]"
one thousand two hundred and twenty six,1226,"[1, 1000, 2, 100, 0, 20, 6]",1226.0,"[1, 1000, 2, 100, 0, 20, 6]"
one thousand two hundred and twenty seven,1227,"[1, 1000, 2, 100, 0, 20, 7]",1227.0,"[1, 1000, 2, 100, 0, 20, 7]"
one thousand two hundred and twenty eight,1228,"[1, 1000, 2, 100, 0, 20, 8]",1228.0,"[1, 1000, 2, 100, 0, 20, 8]"
one thousand two hundred and twenty nine,1229,"[1, 1000, 2, 100, 0, 20, 9]",1229.0,"[1, 1000, 2, 100, 0, 20, 9]"
one thousand two hundred and thirty,1230,"[1, 1000, 2, 100, 0, 30]",1230.0,"[1, 1000, 2, 100, 0, 30, 0]"
one thousand two hundred and thirty one,1231,"[1, 1000, 2, 100, 0, 30, 1]",1231.0,"[1, 1000, 2, 100, 0, 30, 1]"
one thousand two hundred and thirty two,1232,"[1, 1000, 2, 100, 0, 30, 2]",1232.0,"[1, 1000, 2, 100, 0, 30, 2]"
one thousand two hundred and thirty three,1233,"[1, 1000, 2, 100, 0, 30, 3]",1233.0,"[1, 1000, 2, 100, 0, 30, 3]"
one thousand two hundred and thirty four,1234,"[1, 1000, 2, 100, 0, 30, 4]",1234.0,"[1, 1000, 2, 100, 0, 30, 4]"
one thousand two hundred and thirty five,1235,"[1, 1000, 2, 100, 0, 30, 5]",1235.0,"[1, 1000, 2, 100, 0, 30, 5]"
one thousand two hundred and thirty six,1236,"[1, 1000, 2, 100, 0, 30, 6]",1236.0,"[1, 1000, 2, 100, 0, 30, 6]"
one thousand two hundred and thirty seven,1237,"[1, 1000, 2, 100, 0, 30, 7]",1237.0,"[1, 1000, 2, 100, 0, 30, 7]"
one thousand two hundred and thirty eight,1238,"[1, 1000, 2, 100, 0, 30, 8]",1238.0,"[1, 1000, 2, 100, 0, 30, 8]"
one thousand two hundred and thirty nine,1239,"[1, 1000, 2, 100, 0, 30, 9]",1239.0,"[1, 1000, 2, 100, 0, 30, 9]"
one thousand two hundred and forty,1240,"[1, 1000, 2, 100, 0, 40]",1240.0,"[1, 1000, 2, 100, 0, 40, 0]"
one thousand two hundred and forty one,1241,"[1, 1000, 2, 100, 0, 40, 1]",1241.0,"[1, 1000, 2, 100, 0, 40, 1]"
one thousand two hundred and forty two,1242,"[1, 1000, 2, 100, 0, 40, 2]",1242.0,"[1, 1000, 2, 100, 0, 40, 2]"
one thousand two hundred and forty three,1243,"[1, 1000, 2, 100, 0, 40, 3]",1243.0,"[1, 1000, 2, 100, 0, 40, 3]"
one thousand two hundred and forty four,1244,"[1, 1000, 2, 100, 0, 40, 4]",1244.0,"[1, 1000, 2, 100, 0, 40, 4]"
one thousand two hundred and forty five,1245,"[1, 1000, 2, 100, 0, 40, 5]",1245.0,"[1, 1000, 2, 100, 0, 40, 5]"
one thousand two hundred and forty six,1246,"[1, 1000, 2, 100, 0, 40, 6]",1246.0,"[1, 1000, 2, 100, 0, 40, 6]"
one thousand two hundred and forty seven,1247,"[1, 1000, 2, 100, 0, 40, 7]",1247.0,"[1, 1000, 2, 100, 0, 40, 7]"
one thousand two hundred and forty eight,1248,"[1, 1000, 2, 100, 0, 40, 8]",1248.0,"[1, 1000, 2, 100, 0, 40, 8]"
one thousand two hundred and forty nine,1249,"[1, 1000, 2, 100, 0, 40, 9]",1249.0,"[1, 1000, 2, 100, 0, 40, 9]"
one thousand two hundred and fifty,1250,"[1, 1000, 2, 100, 0, 50]",1250.0,"[1, 1000, 2, 100, 0, 50, 0]"
one thousand two hundred and fifty one,1251,"[1, 1000, 2, 100, 0, 50, 1]",1251.0,"[1, 1000, 2, 100, 0, 50, 1]"
one thousand two hundred and fifty two,1252,"[1, 1000, 2, 100, 0, 50, 2]",1252.0,"[1, 1000, 2, 100, 0, 50, 2]"
one thousand two hundred and fifty three,1253,"[1, 1000, 2, 100, 0, 50, 3]",1253.0,"[1, 1000, 2, 100, 0, 50, 3]"
one thousand two hundred and fifty four,1254,"[1, 1000, 2, 100, 0, 50, 4]",1254.0,"[1, 1000, 2, 100, 0, 50, 4]"
one thousand two hundred and fifty five,1255,"[1, 1000, 2, 100, 0, 50, 5]",1255.0,"[1, 1000, 2, 100, 0, 50, 5]"
one thousand two hundred and fifty six,1256,"[1, 1000, 2, 100, 0, 50, 6]",1256.0,"[1, 1000, 2, 100, 0, 50, 6]"
one thousand two hundred and fifty seven,1257,"[1, 1000, 2, 100, 0, 50, 7]",1257.0,"[1, 1000, 2, 100, 0, 50, 7]"
one thousand two hundred and fifty eight,1258,"[1, 1000, 2, 100, 0, 50, 8]",1258.0,"[1, 1000, 2, 100, 0, 50, 8]"
one thousand two hundred and fifty nine,1259,"[1, 1000, 2, 100, 0, 50, 9]",1259.0,"[1, 1000, 2, 100, 0, 50, 9]"
one thousand two hundred and sixty,1260,"[1, 1000, 2, 100, 0, 60]",1260.0,"[1, 1000, 2, 100, 0, 60, 0]"
one thousand two hundred and sixty one,1261,"[1, 1000, 2, 100, 0, 60, 1]",1261.0,"[1, 1000, 2, 100, 0, 60, 1]"
one thousand two hundred and sixty two,1262,"[1, 1000, 2, 100, 0, 60, 2]",1262.0,"[1, 1000, 2, 100, 0, 60, 2]"
one thousand two hundred and sixty three,1263,"[1, 1000, 2, 100, 0, 60, 3]",1263.0,"[1, 1000, 2, 100, 0, 60, 3]"
one thousand two hundred and sixty four,1264,"[1, 1000, 2, 100, 0, 60, 4]",1264.0,"[1, 1000, 2, 100, 0, 60, 4]"
one thousand two hundred and sixty five,1265,"[1, 1000, 2, 100, 0, 60, 5]",1265.0,"[1, 1000, 2, 100, 0, 60, 5]"
one thousand two hundred and sixty six,1266,"[1, 1000, 2, 100, 0, 60, 6]",1266.0,"[1, 1000, 2, 100, 0, 60, 6]"
one thousand two hundred and sixty seven,1267,"[1, 1000, 2, 100, 0, 60, 7]",1267.0,"[1, 1000, 2, 100, 0, 60, 7]"
one thousand two hundred and sixty eight,1268,"[1, 1000, 2, 100, 0, 60, 8]",1268.0,"[1, 1000, 2, 100, 0, 60, 8]"
one thousand two hundred and sixty nine,1269,"[1, 1000, 2, 100, 0, 60, 9]",1269.0,"[1, 1000, 2, 100, 0, 60, 9]"
one thousand two hundred and seventy,1270,"[1, 1000, 2, 100, 0, 70]",1270.0,"[1, 1000, 2, 100, 0, 70, 0]"
one thousand two hundred and seventy one,1271,"[1, 1000, 2, 100, 0, 70, 1]",1271.0,"[1, 1000, 2, 100, 0, 70, 1]"
one thousand two hundred and seventy two,1272,"[1, 1000, 2, 100, 0, 70, 2]",1272.0,"[1, 1000, 2, 100, 0, 70, 2]"
one thousand two hundred and seventy three,1273,"[1, 1000, 2, 100, 0, 70, 3]",1273.0,"[1, 1000, 2, 100, 0, 70, 3]"
one thousand two hundred and seventy four,1274,"[1, 1000, 2, 100, 0, 70, 4]",1274.0,"[1, 1000, 2, 100, 0, 70, 4]"
one thousand two hundred and seventy five,1275,"[1, 1000, 2, 100, 0, 70, 5]",1275.0,"[1, 1000, 2, 100, 0, 70, 5]"
one thousand two hundred and seventy six,1276,"[1, 1000, 2, 100, 0, 70, 6]",1276.0,"[1, 1000, 2, 100, 0, 70, 6]"
one thousand two hundred and seventy seven,1277,"[1, 1000, 2, 100, 0, 70, 7]",1277.0,"[1, 1000, 2, 100, 0, 70, 7]"
one thousand two hundred and seventy eight,1278,"[1, 1000, 2, 100, 0, 70, 8]",1278.0,"[1, 1000, 2, 100, 0, 70, 8]"
one thousand two hundred and seventy nine,1279,"[1, 1000, 2, 100, 0, 70, 9]",1279.0,"[1, 1000, 2, 100, 0, 70, 9]"
one thousand two hundred and eighty,1280,"[1, 1000, 2, 100, 0, 80]",1280.0,"[1, 1000, 2, 100, 0, 80, 0]"
one thousand two hundred and eighty one,1281,"[1, 1000, 2, 100, 0, 80, 1]",1281.0,"[1, 1000, 2, 100, 0, 80, 1]"
one thousand two hundred and eighty two,1282,"[1, 1000, 2, 100, 0, 80, 2]",1282.0,"[1, 1000, 2, 100, 0, 80, 2]"
one thousand two hundred and eighty three,1283,"[1, 1000, 2, 100, 0, 80, 3]",1283.0,"[1, 1000, 2, 100, 0, 80, 3]"
one thousand two hundred and eighty four,1284,"[1, 1000, 2, 100, 0, 80, 4]",1284.0,"[1, 1000, 2, 100, 0, 80, 4]"
one thousand two hundred and eighty five,1285,"[1, 1000, 2, 100, 0, 80, 5]",1285.0,"[1, 1000, 2, 100, 0, 80, 5]"
one thousand two hundred and eighty six,1286,"[1, 1000, 2, 100, 0, 80, 6]",1286.0,"[1, 1000, 2, 100, 0, 80, 6]"
one thousand two hundred and eighty seven,1287,"[1, 1000, 2, 100, 0, 80, 7]",1287.0,"[1, 1000, 2, 100, 0, 80, 7]"
one thousand two hundred and eighty eight,1288,"[1, 1000, 2, 100, 0, 80, 8]",1288.0,"[1, 1000, 2, 100, 0, 80, 8]"
one thousand two hundred and eighty nine,1289,"[1, 1000, 2, 100, 0, 80, 9]",1289.0,"[1, 1000, 2, 100, 0, 80, 9]"
one thousand two hundred and ninety,1290,"[1, 1000, 2, 100, 0, 90]",1290.0,"[1, 1000, 2, 100, 0, 90, 0]"
one thousand two hundred and ninety one,1291,"[1, 1000, 2, 100, 0, 90, 1]",1291.0,"[1, 1000, 2, 100, 0, 90, 1]"
one thousand two hundred and ninety two,1292,"[1, 1000, 2, 100, 0, 90, 2]",1292.0,"[1, 1000, 2, 100, 0, 90, 2]"
one thousand two hundred and ninety three,1293,"[1, 1000, 2, 100, 0, 90, 3]",1293.0,"[1, 1000, 2, 100, 0, 90, 3]"
one thousand two hundred and ninety four,1294,"[1, 1000, 2, 100, 0, 90, 4]",1294.0,"[1, 1000, 2, 100, 0, 90, 4]"
one thousand two hundred and ninety five,1295,"[1, 1000, 2, 100, 0, 90, 5]",1295.0,"[1, 1000, 2, 100, 0, 90, 5]"
